,msd_id,echo_nest_id,artist,title,year,peak,weeks
6363,TRFSWWZ128F426AC0C,SOIWEYE12D02191C75,Bill Withers,Lovely Day,1977,12,30
6364,TRETPUT128F427E11E,SOKSPRH12D0219765F,Bill Withers,Lovely Day,1977,12,30
6365,TRFSHIL12903C9D85B,SOCKWXO12AB01858EA,Eddie Floyd,Bring It On Home To Me,1968,13,17
6366,TRFSCNV128F42ADE12,SOZTGAF12A8C13F03A,Boston,Feelin' Satisfied,1978,7,46
6367,TRQTHOZ128F426A8FE,SOJRPOU12A8C135B61,Boston,Feelin' Satisfied,1978,7,46
6368,TRKXYCM128F427C0E2,SOLGEGF12A8C13810F,Boston,Feelin' Satisfied,1978,7,46
6369,TRFSCIN128F92F4AD4,SOYGHOJ12A6701FFBA,Enrique Iglesias,Hero,2001,34,3
6370,TRTUYDB128F92F3B78,SOULBGK12AB017BE52,Enrique Iglesias,Hero,2001,34,3
6371,TRTXBUB128F92E4FD8,SOHNIYZ12AB01835BC,Enrique Iglesias,Hero,2001,34,3
6372,TRJDFVK128F4279263,SOEWUTD12A8C136244,Enrique Iglesias,Hero,2001,34,3
6373,TROGWMB128E07928B9,SOMPNAI12A6701FFC4,Enrique Iglesias,Hero,2001,34,3
6374,TROBAUX128F428BC95,SOHFRZL12A8C138880,Enrique Iglesias,Hero,2001,34,3
6375,TRXFGED128F92F9B19,SOUUVXA12A8C1446B6,Enrique Iglesias,Hero,2001,34,3
6376,TRFSRJO128F93045BE,SOXXOOU12AAF3B40D2,Monie Love Featuring True Image,It's A Shame (My Sister),1990,16,26
6377,TRFSFOZ128F92DF85E,SOQBSNC12A8C146D92,Will To Power,I'm Not In Love,1990,18,7
6378,TRFSZPL128F145FC98,SOTQGMN12A6D4F794E,The Supremes,Up The Ladder To The Roof,1970,11,10
6379,TRSPBEQ128F429EF57,SOPFVKH12A8C13A2B3,The Supremes,Up The Ladder To The Roof,1970,11,10
6380,TRFSIJZ128E0792052,SORAPPO12A6701D81C,Trisha Yearwood,There Goes My Baby,1998,2,93
6381,TRFSIVE128F4270F1C,SOKVHRS12A8C1332D9,Brick,Dusic,1977,18,18
6382,TRSJIAC12903CAA74D,SOMPQPZ12A428061EC,Brick,Dusic,1977,18,18
6383,TRYNBSV128F4270908,SOJQMES12A58A796C5,Brick,Dusic,1977,18,18
6384,TRFSIKI128F429D193,SOMSIPJ12A8C13C7D2,The Box Tops,Turn On A Dream,1987,7,58
6385,TRFSAXT128F42648CF,SOFDDAK12A8C1314DA,Kool G Rap,Fast Life,1996,12,74
6386,TRFSANO128F931B235,SOMKZLV12AB0184A25,The Spinners,I'll Always Love You,1967,7,35
6387,TRFSUID128F92F2B86,SONNQKV12A58A7B011,B.W. Stevenson,Shambala,2001,8,66
6388,TRFSJMR128F4287DD4,SOTBYGB12A8C139B32,Thompson Twins,Get That Love,1987,11,31
6389,TRNMPUR128F4290CF7,SOXCUSK12A8C13B4F0,Thompson Twins,Get That Love,1987,11,31
6390,TRFSOBP128F92F092B,SOQORMQ12A8C140C5F,Donna Fargo,Funny Face,1990,20,5
6391,TRQHINM128F92F1469,SOEMRVZ12A58A79D0F,Donna Fargo,Funny Face,1990,20,5
6392,TRDTVLZ128F1459CF3,SOJNGUX12A6D4F89B6,Donna Fargo,Funny Face,1990,20,5
6393,TRFSYWS128F931B1F9,SOOQKVM12AB01830BF,Brenda Holloway,When I'm Gone,1965,9,25
6394,TRIPCLP128E0784CC0,SOKWNUE12A6701F243,Brenda Holloway,When I'm Gone,1965,9,25
6395,TRAMESY128F9309D01,SOKYQVR12AB0183DD9,Brenda Holloway,When I'm Gone,1965,9,25
6396,TRXKVBA128F931F77A,SOSTBNW12AB01805F1,Brenda Holloway,When I'm Gone,1965,9,25
6397,TRFVQLL128F92EB2EA,SOFQXOE12A8C1432DE,Christina Aguilera,Keeps Gettin' Better,2008,18,7
6398,TRZPFCY128F92DFF9B,SOBGZOF12A8C143C2E,Christina Aguilera,Keeps Gettin' Better,2008,18,7
6399,TRSVQDO128F92EB2EB,SOVEPNQ12AB0181625,Christina Aguilera,Keeps Gettin' Better,2008,18,7
6400,TRFVQMA128F145A9DD,SOWZQFD12A6310EB62,John Mellencamp,Jackie Brown,1989,8,48
6401,TRQFTGX128F1491140,SOUXVNC12A6D4F699A,John Mellencamp,Jackie Brown,1989,8,48
6402,TRFVZQP128E078E6E3,SODPURZ12A6701F5C4,Paul Carrack,When You Walk In The Room,1994,3,90
6403,TRFVIYP128F42A0D77,SOTFQRJ12D021B0C8B,A Tribe Called Quest,Award Tour,1993,18,47
6404,TRERPZP128F9305F43,SOTLQZX12D021B586E,A Tribe Called Quest,Award Tour,1993,18,47
6405,TRDBRKM128F4260715,SOKUJNR12CF5F89108,A Tribe Called Quest,Award Tour,1993,18,47
6406,TRFVPXE128F92E2700,SORTNGZ12A8C14317A,The Jeff Healey Band,Angel Eyes,1988,22,5
6407,TRJRMTE128F92FB700,SOAAQGJ12A8C141F69,The Jeff Healey Band,Angel Eyes,1988,22,5
6408,TRFVTAM128F9310F4E,SOALXYA12AB017E4A2,Ruby Andrews,You Made A Believer (Out Of Me),1969,2,96
6409,TRFVLFI128F1473B9A,SOVFMTC12A58A7CE82,The Impressions,Love Me,1972,3,94
6410,TRFVSGR128F4235AF1,SOLSJKY12A8AE4852A,Edie Brickell & New Bohemians,What I Am,1995,19,7
6411,TRFVVHK128F42AB1D1,SOAQLFY12A8C14215C,Metro Station,Seventeen Forever,2007,6,42
6412,TRAUHFI128F9326238,SOVIWYB12AB017EE4D,Metro Station,Seventeen Forever,2007,6,42
6413,TRLPKTK128F9326235,SOBJSBX12AB017EE3B,Metro Station,Seventeen Forever,2007,6,42
6414,TRFVVMJ128EF35F976,SOXVSUU12A6D4F5948,Elton John,You Can Make History (Young Again),1996,17,70
6415,TRFVDDL128F932A71D,SOVJBDF12A6D4F79C8,Go West,Faithful,1992,20,14
6416,TRJMCPW128F9330938,SOJCETR12AB0188CF8,Go West,Faithful,1992,20,14
6417,TRFVKHH128F92F13C8,SOTRXGD12A8C141BB1,Jan & Dean,Dead Man's Curve,1963,14,8
6418,TRTNHJH128F92F13CB,SOJZFFM12A58A784C8,Jan & Dean,Dead Man's Curve,1963,14,8
6419,TRFVKNJ128F425D347,SOEAHRL12A8C137990,Maroon 5,Won't Go Home Without You,2007,20,48
6420,TRKROJB128F42725F8,SOGQJKF12A8C13729E,Maroon 5,Won't Go Home Without You,2007,20,48
6421,TRFDWDD128E078E7DC,SOSODGQ12A6701DEE7,Bobby Brown,Roni,1988,17,3
6422,TRFDWNR128EF365F79,SORUFMP12D0219443E,Ne-Yo,Because Of You,2007,20,2
6423,TRZYSOA128EF35E2A6,SOJPNSY12A6D4F6F06,Ne-Yo,Because Of You,2007,20,2
6424,TRJBPHK128F42891C9,SOXDGGS12D02190870,Ne-Yo,Because Of You,2007,20,2
6425,TRKEKHW128EF340C00,SOOWISF12A67AD8678,Ne-Yo,Because Of You,2007,20,2
6426,TRFDHUN12903D0D4F1,SOCYNMX12A6D4FA8B5,Dionne Warwick,Reach Out For Me,1964,8,20
6427,TRFDCAC128F428913F,SOZXVHH12A8C13AF50,Rick Springfield,Speak To The Sky,1972,13,14
6428,TRFDCPI128F93234B7,SOUKMKR12A8C141925,Miley Cyrus,The Climb,2009,28,4
6429,TRFDCNQ128F1459669,SODUFYR12A6D4F7584,Fats Domino,I'm Ready,1985,11,16
6430,TRFDQNJ128F92EC421,SOQWZXN12AF729EA91,Jessica Simpson,Take My Breath Away,2004,16,20
6431,TRAPDCB128F42824A6,SOGBQDZ12A8C135533,Jessica Simpson,Take My Breath Away,2004,16,20
6432,TRFDIEL128F9335B82,SOVLRRS12AB0187D23,Golden Earring,Twilight Zone,1982,27,10
6433,TRFDTPG128F92E9D84,SOYCOWG12AB017D496,David Houston,You Mean The World To Me,1966,7,75
6434,TRFDTEJ128F428870F,SOMRIRJ12AF72A1E31,Rick Springfield,I've Done Everything For You,1981,22,8
6435,TRFDUCY128F93596D5,SOJNKYQ12AB0181DA5,Jerry Butler,Only The Strong Survive,1968,13,4
6436,TRLVNJI128F42506C7,SOGQROS12A81C218CC,Jerry Butler,Only The Strong Survive,1968,13,4
6437,TRVAEIX128F1484C96,SOAYWPK12A6D4F99D9,Jerry Butler,Only The Strong Survive,1968,13,4
6438,TRVOZSN12903D0717D,SOAXGGK12AC4685253,Jerry Butler,Only The Strong Survive,1968,13,4
6439,TRFDUDF128F92DE61E,SOIDITX12AAF3B423D,Rupert Holmes,Escape (The Pina Colada Song),1979,21,1
6440,TRFDLAU128F42661C5,SOOBOCO12A8C1314E7,Alabama,Keepin' Up,1998,8,69
6441,TRFDVKX128F4292ADB,SOSGLYH12A8C13BA14,Toni Braxton,Breathe Again,1993,35,3
6442,TRTFKCA128F428824C,SOEJQJQ12A8C137BFD,Toni Braxton,Breathe Again,1993,35,3
6443,TRVGTSJ128F92DF8E2,SOPZSQG12A8C145726,Toni Braxton,Breathe Again,1993,35,3
6444,TRFDOXW128F428CB5C,SORAEQF12A8C138EB7,Jermaine Jackson,I Think It's Love,2001,15,16
6445,TRFDYBB128F42ADE41,SODASOS12A8C13FC23,Bo Bice,The Real Thing,2005,16,56
6446,TRFDYCM128F42A3A36,SOLDBDO12A8C13F4C5,John Denver,Thank God I'm A Country Boy,1974,19,1
6447,TRFOHHR128F427C0A5,SOKPNDQ12CF5F8918A,Mariah Carey,Through The Rain,2002,9,81
6448,TRZFLFV128F428FF19,SOIIXPY12A8C13F083,Mariah Carey,Through The Rain,2002,9,81
6449,TRNRXEP128E0785EAD,SOJEOBI12A67020189,Mariah Carey,Through The Rain,2002,9,81
6450,TRSBCBV128F428FF16,SOYWELT12A8C13F07C,Mariah Carey,Through The Rain,2002,9,81
6451,TRFOICQ128F93138AA,SORISXY12AB018066F,Belouis Some,Some People,1984,6,67
6452,TRFOASC128F931F53A,SOWFLJQ12A58A7A7D8,Kristinia DeBarge,Goodbye,2009,16,15
6453,TREYQOL128F933083A,SOUIVNJ12AB0183D5C,Kristinia DeBarge,Goodbye,2009,16,15
6454,TRXQRQB128F933083B,SOHHWWI12AB0183D61,Kristinia DeBarge,Goodbye,2009,16,15
6455,TRFONCH12903CAB7B4,SOOJSXF12AB0188F7A,Shades Of Blue,Oh How Happy,1990,12,12
6456,TRFONYR128F1491634,SOFXTUJ12A6D4F9320,The Platters,If I Didn't Care,1987,8,30
6457,TRFOTQW128F92E85A4,SOJHEQM12AB017C527,First Choice,Newsy Neighbors,1973,2,97
6458,TRNAMNI128EF3451F5,SOMWJMS12A67AE04F3,First Choice,Newsy Neighbors,1973,2,97
6459,TRFOUMT128F42842D1,SOQIAPK12A8C1370C5,The Alan Parsons Project,Games People Play,1980,23,16
6460,TRFOUDY128F4268858,SOBPVWA12A8C133353,Major Lance,It Ain't No Use,1963,8,68
6461,TRFOUSU128F92DF9DC,SOEUMEI12A8C1432FF,Shawn Mullins,Lullaby,1998,18,7
6462,TRYZYCY12903CD0B4C,SOEXZDX12AB01819BF,Shawn Mullins,Lullaby,1998,18,7
6463,TRFOVKJ128F92C3021,SOVDOTC12D021977CC,Cypress Hill,Insane In The Brain,1993,20,19
6464,TRFOKHN128F145B450,SOXYFWQ12A6D4F6863,Corey Hart,Sunglasses At Night,1984,23,7
6465,TRFXMPC128F930394B,SODFBEG12AB017EA0D,Jason Michael Carroll,Hurry Home,2009,99,99
6466,TRXCDWW128F933963B,SOMEOFD12A58A78414,Jason Michael Carroll,Hurry Home,2009,99,99
6467,TRFXWHS128F92F84F2,SOEOVBO12A8C1388A1,The Buckinghams,Don't You Care,1991,14,6
6468,TRFXBZG128F4265612,SOQJQFA12A8C132A25,Barbra Streisand & Barry Gibb,Guilty,1966,22,3
6469,TREVHAQ128F42723B4,SOJZZHE12A8C135025,Barbra Streisand & Barry Gibb,Guilty,1966,22,3
6470,TRFXZSB128E0792D7D,SOAJPYR12A679AE582,Smokey Robinson,One Heartbeat,1987,19,10
6471,TREDALU128F148BE46,SODOIKA12A6D4F8947,Smokey Robinson,One Heartbeat,1987,19,10
6472,TRJXHMH128F1485E15,SOJPGLH12A6D4F9A16,Smokey Robinson,One Heartbeat,1987,19,10
6473,TRFXAAW128F92E6F4A,SOMQQUD12A8C14230B,The Trammps,Hold Back The Night,1975,10,35
6474,TRVNRST128F42AB19A,SOEXGWB12A8C13ECDA,The Trammps,Hold Back The Night,1975,10,35
6475,TRDAHGP128F92DF662,SOPBHPI12A8C143609,The Trammps,Hold Back The Night,1975,10,35
6476,TRFXUCW128E078EDA0,SOXVSOE12CF5F88F50,Aerosmith,Amazing,1993,21,24
6477,TRSDGWV128F9334664,SOPYLHJ12A6701E993,Aerosmith,Amazing,1993,21,24
6478,TRVUWSK128E078EE37,SOPYLHJ12A6701E993,Aerosmith,Amazing,1993,21,24
6479,TRFXEXE128F92F598F,SOUPJZB12AB01830E3,Jennifer Warnes,Could It Be Love,1994,10,47
6480,TRQBBZU12903CFADC1,SOLYZRA12AC4688905,Jennifer Warnes,Could It Be Love,1994,10,47
6481,TRFXJTH128F425E1EA,SOEXJQK12A8AE486C2,Barry Manilow,Somewhere In The Night,1978,15,9
6482,TRELJQR128F425C172,SOUQWEF12A8AE4660B,Barry Manilow,Somewhere In The Night,1978,15,9
6483,TRFXVZY128F92F0357,SOTLSLG12AB017C037,Musical Youth,Pass The Dutchie,1982,18,10
6484,TRIAOAS128F149CB01,SOHQHPV12A6D4FA405,Musical Youth,Pass The Dutchie,1982,18,10
6485,TRLMQBL128F1485DD9,SORJGAJ12A6D4F7A0F,Musical Youth,Pass The Dutchie,1982,18,10
6486,TRJXYQZ128F9334229,SOKTLEB12AB01840EE,Musical Youth,Pass The Dutchie,1982,18,10
6487,TRDMXFB12903D08FEE,SOQAQAX12AC468615E,Musical Youth,Pass The Dutchie,1982,18,10
6488,TRFXDZV128F4259791,SOLTJLJ12A8C136781,Johnny Bristol,Hang On In There Baby,1974,17,8
6489,TRDJTPM128F4259757,SOOCPZK12A6701E307,Johnny Bristol,Hang On In There Baby,1974,17,8
6490,TRFXKAY128F429940C,SOMDSGU12A8C13CA3B,Brad Paisley,He Didn't Have To Be,1999,20,30
6491,TRFXYFR128F933ACDC,SOGDATI12A8C13B8BA,Sarah McLachlan,Possession,1993,19,73
6492,TRZNZTP128F42B859E,SOJRWZS12AF72A10A9,Sarah McLachlan,Possession,1993,19,73
6493,TRFKWBH128F4262C12,SONJXBG12A8C1317C3,Kenny Loggins,I'm Gonna Miss You,1988,5,82
6494,TRFKBGQ12903CA1463,SOLOUIR12A6310D7B4,Lynyrd Skynyrd,Sweet Home Alabama,1974,17,8
6495,TRFKBAS12903CD8DEA,SOUPNIS12AF72A6FB0,Finger Eleven,One Thing,2003,29,16
6496,TRFKULJ128F92CBD6B,SOSSRTI12A8C142B26,Brenda Holloway,You've Made Me So Very Happy,1967,10,39
6497,TRJVFSS128E0784266,SONIWVN12A6701BEA0,Brenda Holloway,You've Made Me So Very Happy,1967,10,39
6498,TRFKJHO128F1453F85,SOSNAVD12A6D4F7579,Keith Urban,You'll Think Of Me,2002,20,24
6499,TREXALQ128E0789B81,SOKTPYT12A67020443,Keith Urban,You'll Think Of Me,2002,20,24
6500,TRFKJVK128F426E70D,SOPHTUV12A8C132CBC,Kris Kristofferson,Why Me,1972,38,16
6501,TRFKJVY128F425E833,SOTVMOO12A8AE46BBB,Britney Spears,Gimme More,2007,20,3
6502,TRQRYZP128F931DC7D,SOZBLJK12AB01825CB,Britney Spears,Gimme More,2007,20,3
6503,TRTPKMF128F425E7A5,SOICNWY12D02198E2E,Britney Spears,Gimme More,2007,20,3
6504,TRTTTRS128F9322B01,SOQFULF12A8AE498B1,Britney Spears,Gimme More,2007,20,3
6505,TRLGWXP128F931FEE9,SOGCDKF12A8C140740,Britney Spears,Gimme More,2007,20,3
6506,TRSNHFL128F92F52A0,SOZBLJK12AB01825CB,Britney Spears,Gimme More,2007,20,3
6507,TRVUUHB12903CEEDF6,SOIDWIY12AC468D292,Britney Spears,Gimme More,2007,20,3
6508,TROIZXM128F425E82D,SOTWZUI12A8AE48ED7,Britney Spears,Gimme More,2007,20,3
6509,TRFKDEO128F92F17FA,SOOCBYS12A8C140DE7,Ernie K-Doe,Mother-In-Law,1961,14,1
6510,TRNKIEQ128F4233C65,SOOGUWL12A81C2185F,Ernie K-Doe,Mother-In-Law,1961,14,1
6511,TRXAFEV128F934B106,SOVRWPI12AB01823B1,Ernie K-Doe,Mother-In-Law,1961,14,1
6512,TRFKYCQ128F93176B0,SOJVIJK12A8C13D0BD,Lloyd Price,Stagger Lee,1958,21,1
6513,TRPLKOO12903CBA7CB,SOETVCH12AB0185859,Lloyd Price,Stagger Lee,1958,21,1
6514,TRFKYHS128F933ED6B,SOKWHDH12AB018301B,Pete Townshend,Let My Love Open The Door,1980,19,9
6515,TRFYGPG128F421508C,SOVYBXQ12A6D4FAA58,The Kinks,Dedicated Follower Of Fashion,1966,6,36
6516,TRFYGQY128F426A3DC,SOOYNVM12A8C132FA8,Martika,I Feel The Earth Move,1988,11,25
6517,TRQDUMZ128F4284C8A,SOYRQUS12A8C132FC2,Martika,I Feel The Earth Move,1988,11,25
6518,TRFYHDP128E078F4E5,SOLQFEG12A6701DF61,K-Ci & JoJo,You Bring Me Up,1997,20,26
6519,TRIBJXA128F92FBE4C,SODNYHI12AB017D87E,K-Ci & JoJo,You Bring Me Up,1997,20,26
6520,TRFYRYF128F426AB3E,SOXSGVO12AF72A817A,Ginuwine,So Anxious,1999,20,16
6521,TRFYRXA128F14567CA,SOTFXWJ12A6D4F7A80,Shai,I Don't Wanna Be Alone,1995,5,89
6522,TRFYRTL128F1473806,SOSYPIK12A6D4F790F,Jimmy McCracklin,Think,1996,2,95
6523,TRFYIXR128F42B9545,SOUPXLR12A8C13E5C9,Carpenters,Sing,1973,14,3
6524,TRFYIQW128E0793806,SOUMFBP12A679D7E23,Jocelyn Enriquez,A Little Bit Of Ecstasy,1997,20,55
6525,TRFYNIP128F931FB23,SOCRDNB12AB0185CAE,Jackie Wilson,Lonely Teardrops,1958,21,7
6526,TRTRTGT128F92D34A6,SOJRCUU12A58A7824D,Jackie Wilson,Lonely Teardrops,1958,21,7
6527,TRSBEHO128F92FA3E2,SOPRSVY12AB017C779,Jackie Wilson,Lonely Teardrops,1958,21,7
6528,TRVHASS12903CC95C1,SOUVEAI12AB018A1C2,Jackie Wilson,Lonely Teardrops,1958,21,7
6529,TRFYNUO128F92F7787,SOWCFNR12AB017F05B,Mary Chapin Carpenter,Shut Up And Kiss Me,1994,6,90
6530,TRFYPSX128F42AE4FE,SOHOSZY12A58A7ED8B,Roy Orbison,Running Scared,1962,17,1
6531,TRACTRN12903D0D6C2,SOUXDXP12D02199D75,Roy Orbison,Running Scared,1962,17,1
6532,TRFYSTQ12903CF0A6D,SONKKEM12AC4689B23,Frankie Avalon,Why,1981,16,1
6533,TRXDHEF12903CB601B,SOLLQGK12A58A7835A,Frankie Avalon,Why,1981,16,1
6534,TRKWBXN12903CB309E,SOJKWEU12A58A7A9C9,Frankie Avalon,Why,1981,16,1
6535,TRFYOIE128F93207CB,SOTEKMT12A67AD954E,The Killers,Read My Mind,2006,14,62
6536,TRUGFCG128EF3515CC,SOJEHJV12A6D223C0C,The Killers,Read My Mind,2006,14,62
6537,TRLKTKC128EF3515CD,SORKONV12A58A77FFD,The Killers,Read My Mind,2006,14,62
6538,TRQMWIR128F429567A,SOHTEJN12A58A783FF,The Cure,Just Like Heaven,1987,19,40
6539,TREMPKB128F146B825,SORVUCP12A6D4F89FD,The Cure,Just Like Heaven,1987,19,40
6540,TROPNWM128F1488325,SOHTEJN12A58A783FF,The Cure,Just Like Heaven,1987,19,40
6541,TRQMHEK128F14958FF,SOYBRQA12A6D4F9DEB,Bell Biv DeVoe,When Will I See You Smile Again?,1990,8,63
6542,TRQMCJH128F92EA516,SOJEBPY12A58A77D37,Billy Joel,The Entertainer,1974,10,34
6543,TRKEEGT128F425BF3D,SOAYZGH12A8AE47427,Billy Joel,The Entertainer,1974,10,34
6544,TRQMCHU128F146F5B1,SOGOQWI12A6D4F7609,Helen Reddy,Emotion,1974,9,22
6545,TRQMREF128F934321A,SOQWKZQ12AB0185E20,Kris Kristofferson,Josie,1995,8,63
6546,TRQMRSO128F92FBA46,SOQBTIQ12AF72AA3EC,Carpenters,All You Get From Love Is A Love Song,1977,10,35
6547,TRQMISR128F4249DB1,SOCAAXB12A6D4FC707,John Travolta,Let Her In,1992,20,10
6548,TRQMNRA128F92FE984,SODAVOG12A8C144F03,Lynn Anderson,Cry,1988,5,71
6549,TRQMULB128F42ACF4D,SOKVZTQ12A58A7BF4B,Mandrill,Fencewalk,1973,10,52
6550,TRXIPQC128F933132E,SORGDQN12AB01801F2,Mandrill,Fencewalk,1973,10,52
6551,TRQMDTC128F92E86DE,SOJGMPE12A8C146014,The Sweet Inspirations,Sweet Inspiration,1967,14,18
6552,TRQMDJC128F92F302E,SOKASGU12A58A78914,Bobby Rydell,We Got Love,2005,17,6
6553,TREJBTH12903CE397D,SOFZNHR12AB0188E9C,Bobby Rydell,We Got Love,2005,17,6
6554,TRJIZQG128F92D2B7F,SOBVMCG12A8C140B21,Bobby Rydell,We Got Love,2005,17,6
6555,TRQMXHN128F9316D60,SOSWNRG12AB0183C71,The Who,I Can See For Miles,1967,11,9
6556,TRQWCOJ128F4224725,SOGBKSM12A6D4FBCF9,Jerry Butler,Find Another Girl,1987,10,27
6557,TRUUUIT128E0790EBE,SONJTII12A67021C5B,Jerry Butler,Find Another Girl,1987,10,27
6558,TRQWRYZ12903D0B763,SOTLDCX12AAF3B1356,Dru Hill,We're Not Making Love No More,1997,20,13
6559,TRQWFEO128F428A510,SOSWBQN12AF72AA7F8,Rick Springfield,Affair Of The Heart,1983,18,9
6560,TRXGQNM128F92E32BC,SOPBCPU12AB017F8AE,Rick Springfield,Affair Of The Heart,1983,18,9
6561,TRKMDWJ128F92C9522,SOZAMIU12A8C13F7E6,Rick Springfield,Affair Of The Heart,1983,18,9
6562,TRQWIFJ128F92EE905,SOKOZMR12AF72A1DC2,The Human League,Mirror Man,1982,12,30
6563,TRQWAFR128F4268B43,SOYUUTS12D021915A5,Aretha Franklin,Take A Look,1966,8,56
6564,TRKOTZP128F426F057,SOTBTOU12CF5F8732D,Aretha Franklin,Take A Look,1966,8,56
6565,TRQWAKK128F4241A5F,SOPULXR12A6D4F920D,Faith No More,Falling To Pieces,1989,3,92
6566,TRKHBJX12903D080A1,SOIIRXB12AC4688D91,Faith No More,Falling To Pieces,1989,3,92
6567,TRQWLQU128F42BCBC6,SOBSUVM12A8C13F7BC,America,Sister Golden Hair,1975,16,1
6568,TRUKHNV128F149ED32,SOMMKSM12A6D4F975B,America,Sister Golden Hair,1975,16,1
6569,TRQWJGD128F4270713,SOJVJTY12A8C135B33,Deniece Williams,Silly,1996,10,53
6570,TRQWSSA128F4288388,SOYVAFC12A8C139C19,Phil Vassar,Six-Pack Summer,2000,10,56
6571,TRYKWPG128F42AF1F6,SOJFMYD12AF72A336B,Phil Vassar,Six-Pack Summer,2000,10,56
6572,TRQWDLC128F93278E5,SOPTVZK12A58A769B7,Lauryn Hill,Ex-Factor,1998,22,21
6573,TRQWOAL128E0799369,SOMBUPO12A67AE0272,The Impressions,Too Slow,2009,3,91
6574,TRQWOVY128F424EA2C,SOWUEQA12A8151BA81,Mariah Carey,Bye Bye,2008,12,19
6575,TRQWKDK128F426A901,SOBSAAN12A8C135B63,Boston,Amanda,1986,18,1
6576,TROXGPR128F4215E0D,SORVTAO12A6D4FC44D,Boston,Amanda,1986,18,1
6577,TRQWYZP128F931AF66,SOVMAYZ12AB0184E9B,Debbie Dean,Don't Let Him Shop Around,2005,2,92
6578,TRQGWYZ128F9335B5A,SOXXCYS12AB0185CB9,The Motels,Only The Lonely,1982,23,9
6579,TRQGIXM128F4242DEE,SOIWMXK12CF5F8739A,Toby Keith,Who's Your Daddy?,2002,20,22
6580,TRAIMRN128E0791E72,SOAOYPN12CF52D3231,Toby Keith,Who's Your Daddy?,2002,20,22
6581,TRQGACR128E078E81F,SOWFGSX12A6701DF1D,Shania Twain,Come On Over,1997,10,58
6582,TRDPBKT128E0783EB2,SOAODMR12A58A7F46D,Shania Twain,Come On Over,1997,10,58
6583,TRQGNDR128EF34DE1D,SOFKOXG12A6BD529F2,Marvin Gaye,Pride And Joy,1963,14,10
6584,TRAZOZO128F931B0A1,SOFOSPP12AB01846CE,Marvin Gaye,Pride And Joy,1963,14,10
6585,TRDVAWK128E07943D3,SOSEFTI12A6310E82D,Marvin Gaye,Pride And Joy,1963,14,10
6586,TRQGPXA128F4292C9A,SODYYWD12A8C139491,Five Star,Let Me Be The One,1985,9,59
6587,TRQGPZN128F4266109,SOUNSZP12A8C139B1F,Fine Young Cannibals,Don't Look Back,1988,12,11
6588,TRQGPLN128F92D3819,SOXSPEF12A8C142017,Brian Hyland,Warmed Over Kisses (Left Over Love),1994,8,25
6589,TRQGTEB12903CCE732,SOJZMRF12AB018F82A,Miranda Lambert,The House That Built Me,2009,20,28
6590,TRQGUJL128F9301F7D,SODSETW12A6D4F8849,Cat Stevens,Another Saturday Night,1974,14,6
6591,TRAHBRV128F92E2D74,SOAHQOM12A8C141EFB,Cat Stevens,Another Saturday Night,1974,14,6
6592,TRQGEFB12903CCDAA1,SONEJIJ12AB0185727,Usher,There Goes My Baby,2010,25,25
6593,TRQGKUD128F9305F42,SOFMSQH12D021B32D3,Lupe Fiasco,Kick Push,2006,5,78
6594,TRQGKZM128F1496447,SOVFJFT12A6D4FA2BB,Stevie Wonder,A Place In The Sun,1966,11,9
6595,TRQHMUC128F146E2CF,SOKGERN12A6D4F8195,Stevie Wonder,Higher Ground,1973,14,4
6596,TRQHNKT128F9307DDE,SOZRTXS12AB017DB0D,The Everly Brothers,Problems,1958,15,2
6597,TRQHEDB128F1459D97,SOATMFO12A6D4F5E04,Rebecca Lynn Howard,Forgive,2002,5,71
6598,TRQHEPZ128F9329001,SOOGICX12AB018142C,Lenny Kravitz,Believe,1993,17,60
6599,TRQHEBH128F42699AF,SOWBRPH12A8C130E50,Aretha Franklin,You're All I Need To Get By,1973,9,19
6600,TRQHOHX128F1489184,SOBJJHJ12A58A7C061,Keith Urban,Once In A Lifetime,2006,14,31
6601,TRDAXDK128F4298E72,SOCWPNE12A6D4F968E,Keith Urban,Once In A Lifetime,2006,14,31
6602,TRQCGKV128E078E7DB,SOXGBHE12A6701DEE6,Bobby Brown,My Prerogative,1988,24,1
6603,TRQCUNI128F92E9A8B,SOIVVIY12A8C145DE2,The Coasters,Poison Ivy,1959,16,7
6604,TRUPDAM128F92FE67C,SOVXUQB12AB0186390,The Coasters,Poison Ivy,1959,16,7
6605,TRSTKMV12903CCF92F,SOFQCPE12AB018A4EE,The Coasters,Poison Ivy,1959,16,7
6606,TRDWJAL128F92D7DD4,SOSFOZX12A8C14502B,The Coasters,Poison Ivy,1959,16,7
6607,TRONPBT12903CF0994,SOXPDJB12AC468637B,The Coasters,Poison Ivy,1959,16,7
6608,TRQCLBL128F1458E0C,SOOGLSC12A6D4F6A84,Jellyfish,Baby's Coming Back,1990,8,62
6609,TRQCEZS12903C9F66F,SOCFQUL12A8C141CA2,The Surfaris,Wipe Out,1963,30,2
6610,TRJVRIV128F146409C,SOLJLNH12A58A7EB9E,The Surfaris,Wipe Out,1963,30,2
6611,TRDUAIU128F425F160,SOGHCTD12A58A7C6C8,The Surfaris,Wipe Out,1963,30,2
6612,TRQRMJM12903C9FD50,SOIPSLQ12A8C140BCF,Mary Hopkin,Those Were The Days,1968,14,2
