,0
1681,TRHOHOT128F145EC20
1682,TRKBUFR12903D05A2E
1683,TROITTE128F92ED2CA
1684,TRJCOLS128F935E2A0
1685,TREWTIO128F145497E
1686,TRMCJFC128F92F0CE1
1687,TRWITZC12903CAB246
1688,TRKLZEP128F148B770
1689,TROKPJE128F42B0D20
1690,TRYOFYZ12903CB6A94
1691,TRQFTMR128F931FB00
1692,TRZGUQP128F9305271
1693,TRCUBIF128F1484D05
1694,TRFCTBB128F4279C16
1695,TRACJWQ128F92E526E
1696,TRUDNRB128F42598CA
1697,TRPSBFD128F426762F
1698,TROBOAI128E078480D
1699,TRZWUXO128F9313661
1700,TRCOQTI128F4261DF7
1701,TRUTEOI128F92C3241
1702,TRJXBBE12903CDA3E3
1703,TRTJWFK128F931C0A2
1704,TRYSVWA128F146D608
1705,TROHYKR128F9317025
1706,TRRFOZL12903CF7443
1707,TRCLZFC128E07928AC
1708,TRVJJKI128F9302ADD
1709,TRBMXRE128F428F8E7
1710,TRQMWIR128F429567A
1711,TRBMAIL128F930842F
1712,TRNMGOK128F93496FC
1713,TRZRCHR128F4272A6A
1714,TRJSLGC128F42B84FD
1715,TRKYBEQ128F42AC7B7
1716,TRQXQRU128F932A753
1717,TRMYNVX128F92D3097
1718,TRWGTRJ128F42756E4
1719,TROTHWF128F935851C
1720,TROOLPP12903D0950F
1721,TRKVPWH128F427E9FD
1722,TRDJDWO128F4288C92
1723,TRNEUDA128F42890FD
1724,TRXHSVD128F4227DAF
1725,TRJVOGE128F145D080
1726,TRQULOD12903CEC793
1727,TRAQXJV128F42AEAEC
1728,TRLCDRU12903CB593D
1729,TRCYPQV128F428CB1C
1730,TRKWAKR128F9329F6E
1731,TRZCEZH128F42AB2FB
1732,TRBCIRO128F42B0277
1733,TRBBAEQ128F42B18B9
1734,TRHEVPM128F145482A
1735,TRIIMII128E07844E4
1736,TRSQXRT128F14919A0
1737,TREUITQ12903D05934
1738,TRGFKET128F42723E6
1739,TRPLKPM128F42A631E
1740,TREBOFC128F931F4C3
1741,TRMRWUH128F421C089
1742,TRYHATG128F427925D
1743,TRIJYLT128F4270664
1744,TRRCVPF128F934A7FA
1745,TROAQHB128F9343430
1746,TRALIVO128F4279262
1747,TRGXVIQ128E0792864
1748,TROYELE128F1495692
1749,TRTEOTE128F92CBB04
1750,TREQJVP128F42690EC
1751,TRKWWIB12903C9DF1E
1752,TRTXJIC12903CA7766
1753,TRMJDTQ12903C9FDE0
1754,TRANSXB128F934A807
1755,TRDHMUH128F427AC1B
1756,TRSBZTP128F42507D7
1757,TRKTRGF128F42B323B
1758,TRAJZWM128F4262BBD
1759,TRGHUUE128F423F30A
1760,TRDTWBE128F429F405
1761,TRAQYXB128F92EC315
1762,TRBNYBX128F422EC61
1763,TRLQDBI128F92F213C
1764,TRIQCXV128F42AE415
1765,TRNKLHF128F145BBD9
1766,TRRPSPI128F92D150F
1767,TRPYJVG128F4255504
1768,TRGUQEH128F146BA6E
1769,TRLBWDA128F42412AD
1770,TRKYSPY128F42BC1AC
1771,TRGTKVH128F42AB2ED
1772,TRSRRWM12903CDA3DE
1773,TRJUCCT128F1464464
1774,TRECXNY128F42BC249
1775,TRXTTBU128F4263D40
1776,TRMHWRC12903CEDC11
1777,TRAGNYU128F42246AC
1778,TRMVFXN128F93163E0
1779,TRBAZFD12903CB641D
1780,TRDSUJR128F4278EE3
1781,TRWEFJA128F42BB94C
1782,TRMMLUW128E078EF9E
1783,TRGNBVG128F930AC6A
1784,TRBWPFK128F932D241
1785,TRKWBXN12903CB309E
1786,TREMNND128F92E7228
1787,TRCZEZF12903CBAB30
1788,TRPCHYW128F933D73F
1789,TRBPDXQ128F42652EB
1790,TRALFJE128F427212E
1791,TRVNRST128F42AB19A
1792,TRLZWIH128F426073C
1793,TRCAGBD128F4259B91
1794,TRSRFDM128F42299ED
1795,TRESXCW128F4285102
1796,TRTCUNZ128F92F7D56
1797,TRUWGLC128F931F74F
1798,TRCAMGB128F145F925
1799,TRPMZDI128F14916D1
1800,TRADAVV128F4269908
1801,TRGTGJR128F92D2C42
1802,TRSLSYU128F4266F96
1803,TRFPTAF128F148BE42
1804,TRZGCHE128F934F698
1805,TRSXJSL12903CC9FA4
1806,TRTWKWJ128F92D3FD7
1807,TRRZTNQ128F931132A
1808,TRKWTNL128F92F9F15
1809,TREISPC128F932E2DC
1810,TRKYWBO128F148C427
1811,TRZZLPJ128F92FAA77
1812,TRUDURE12903CA15B8
1813,TRLBSBJ128F931F18F
1814,TRPKZRM128E0785DCF
1815,TRRDBJG128F422B8B3
1816,TRPGTDZ128F1468AC5
1817,TRNBJVD128F4264B77
1818,TRQMCHU128F146F5B1
1819,TRXXZSH128F1468B07
1820,TRJRNPC128F4287F8B
1821,TRHFUMC128F1465DD8
1822,TRIPQLR128F93094C4
1823,TRGEBKD128F427267D
1824,TRGIAHV12903CCE145
1825,TRBUYHI12903CF48E4
1826,TRKYRGZ128F92DE268
1827,TRNFUVW128F426338B
1828,TRKKTXF128F1485D94
1829,TRZOCHA128F145BF98
1830,TRJWFZB128F92F137E
1831,TRXJZFC128F92D5BC6
1832,TRAYADL128F14A4735
1833,TRYADNZ12903CA1660
1834,TRJHUON128E078E823
1835,TRBHVRU128F426411E
1836,TRIHNSZ12903C9FF9D
1837,TRTZPWA128F93227E9
1838,TRAKJNX128F92CF428
1839,TRQIDDT128F92F1218
1840,TRIBRPC128F92F749F
1841,TRMPYTL128F428FFA7
1842,TRASIAG128F931B2DF
1843,TRKWWPA128F93082B8
1844,TRRHHQD128F4255598
1845,TRAGAVF128F424829B
1846,TRBGABI12903CDF3E1
1847,TRPGRPJ128F4281E88
1848,TRKUYXH128F92FC192
1849,TREBAPX128F4291730
1850,TRJRXHD128F92F14E8
1851,TRCOYQN128F1457F19
1852,TRNLYLO128F148D14E
1853,TRDANKB128F427FD43
1854,TRXMUIQ128F9334E72
1855,TRNFYVA12903CFADBA
1856,TRCMATJ128F1485DCD
1857,TRMFPZF128F92F7D51
1858,TRCDDNL128F1459D9F
1859,TRGJJBE128F148C429
1860,TRTHQEE128F1492399
1861,TRXUDSE12903CC607D
1862,TRZYOAN128F9330822
1863,TRPLITT128F424999F
1864,TRNBAVB128F92F5F45
1865,TRXFPSZ128F4230D39
1866,TRDNEDU128F4293708
1867,TRZAWOC128F931E0C1
1868,TRGXGJF128F933B4EB
1869,TRXONNW12903CCBAF0
1870,TRSYNRW128F92DFFD1
1871,TROZYTC128F427EFBB
1872,TRQWBBJ128F92FD6F7
1873,TRICHJG128F1484D1C
1874,TREWPLX128F92F4350
1875,TROYUZD128F931BEC3
1876,TRJELIO128F426237F
1877,TRZMNZQ12903CD4B23
1878,TROVXWL128F4267A3C
1879,TRKWQXW128F429D13E
1880,TRNHMHR128F427064A
1881,TRWAEOU128F14621DA
1882,TRAGNBQ128F149CB93
1883,TRSUJOB128F4278049
1884,TREDVOW128F92E5476
1885,TRYRCXK128F932A7E9
1886,TRMMSSG128F92C6877
1887,TRDABQJ128F93229F0
1888,TRKWXST128F428D0ED
1889,TRTBUZN12903D002F1
1890,TRUPDAM128F92FE67C
1891,TRWRAQA128F4289F6A
1892,TRODZPY128F92F6FEE
1893,TRWUJSG128F93331F0
1894,TRNHCPK128F933BAAB
1895,TRTNFBN128F426DF74
1896,TRXNDJM12903CA144C
1897,TRQECZU128F933DB17
1898,TREGURF128F92EAA17
1899,TRPBDFC128F4259FBB
1900,TRCUNLB128E0783EC3
1901,TRCNVIW128E07942F9
1902,TRWJRNU128F93351D6
1903,TRTZIUX128F4240C17
1904,TRGJXNX128F92F8757
1905,TRCWJEN128E0782564
1906,TRCVVGI128F14792A4
1907,TRACPOT128F92E9E61
1908,TRTNHNA12903D05338
1909,TRZZUXC12903D05A27
1910,TRAWULX128F4291255
1911,TRCQDOK128F9327436
1912,TRTGVKC128E078FB31
1913,TRNJREN128F4267C9B
1914,TRCOOCI128F92CD8AB
1915,TRDUKJB128F42499EA
1916,TRNLUNF12903CCAB29
1917,TROVYLM128F92DF5CC
1918,TRQLFKE128F93285C5
1919,TRGCHLH12903CB7352
